ISIN	Sector	Ticker
FR0010411983	Financials	SCR
US2441991054	Industrials	DE
US0394831020	Consumer Staples	ADM
JP3266400005	Industrials	6326
US3024913036	Materials	FMC
US1252691001	Materials	CF
KYG960071028	Consumer Staples	288
US61945C1036	Materials	MOS
BMG169621056	Consumer Staples	BG
US0970231058	Industrials	BA
US9130171096	Industrials	UTX
US5024311095	Industrials	LHX
US5398301094	Industrials	LMT
US3695501086	Industrials	GD
US6668071029	Industrials	NOC
US8936411003	Industrials	TDG
US7551115071	Industrials	RTN
US8832031012	Industrials	TXT
US03965L1008	Industrials	ARNC
US8793601050	Industrials	TDY
US4464131063	Industrials	HII
US8485741099	Industrials	SPR
NL0000226223	Information Technology	STM
IE00BY9D5467	Health Care	AGN
US28414H1032	Health Care	ELAN
US98978V1035	Health Care	ZTS
NL0011031208	Health Care	MYL
US1488061029	Health Care	CTLT
IE00B4Q5ZN47	Health Care	JAZZ
IE00BGH1M568	Health Care	PRGO
IE00BQPVQZ61	Health Care	HZNP
IL0006290147	Health Care	TEVA
IL0010823792	Information Technology	TSEM
IL0003900136	Real Estate	ALHE
IL0002300114	Communication	BEZQ
IL0007460160	Consumer Staples	STRS
IL0004750209	Energy	DEDR.L
IL0005930388	Financials	FIBI
PHY8076N1120	Real Estate	SMPH
PHY0488F1004	Real Estate	ALI
PHY077751022	Financials	BDO
PHY0486V1154	Industrials	AC
PHY806761029	Industrials	SM
PHY444251177	Industrials	JGS
PHY9297P1004	Consumer Staples	URC
PHY411571011	Industrials	ICT
PHY4466S1007	Consumer Discretionary	JFC
PHY6028G1361	Financials	MBT
PHY0001Z1040	Industrials	AEV
PHY7072Q1032	Communication	TEL
PHY5764J1483	Utilities	MER
PHY290451046	Financials	GTCAP
PHY272571498	Communication	GLO
BE0003565737	Financials	KBC
BE0003739530	Health Care	UCB
BE0974264930	Financials	AGS
BE0003797140	Financials	GBLB
BE0003470755	Materials	SOLB
BE0974320526	Materials	UMI
BE0003818359	Health Care	GLPG
NL0010832176	Health Care	ARGX
BE0003764785	Financials	ACKB
BE0974256852	Consumer Staples	COLR
IT0001078911	Industrials	IP
IT0005090300	Communication	INW
IT0004776628	Financials	BMED
IT0003027817	Utilities	IRE
IT0005252728	Consumer Discretionary	BRE
IT0001031084	Financials	BGN
IT0005010423	Financials	CERV
IT0005282865	Information Technology	REY
IT0000784154	Financials	CASS
IT0005176406	Industrials	ENAV
IT0001049623	Industrials	IMA
IT0001137345	Consumer Discretionary	AGL
IT0003115950	Consumer Discretionary	DLG
IT0005162406	Consumer Discretionary	TGYM
IT0003201198	Industrials	SIS
IT0004764699	Consumer Discretionary	BC
IT0001157020	Utilities	ERG
IT0000084027	Industrials	AT
US0357104092	Financials	NLY
US00123Q1040	Financials	AGNC
US64828T2015	Financials	NRZ
US85571B1052	Financials	STWD
US09257W1009	Financials	BXMT
US90187B4086	Financials	TWO
US55272X1028	Financials	MFA
US16934Q2084	Financials	CIM
US03762U1051	Financials	ARI
US46131B1008	Financials	IVR
US5057431042	Financials	LADR
US41068X1000	Real Estate	HASI
US70931T1034	Financials	PMT
US7580754023	Financials	RWT
DE000A12DM80	Communication	G24
DE0007030009	Industrials	RHM
DE0006452907	Information Technology	NEM
DE0005664809	Health Care	EVT
DE000PSM7770	Communication	PSM
DE000KSAG888	Materials	SDF
DE000LED4000	Industrials	OSR
DE0005158703	Information Technology	BC8
GB0059822006	Information Technology	DLG
DE0008303504	Real Estate	TEG
DE000A161N30	Financials	GLJ
SA0007879113	Financials	1120
SA0007879121	Materials	2010
SA13L050IE10	Financials	1180
SA0007879048	Financials	1010
SA0007879097	Financials	1090
SA0007879543	Communication	7010
SA123GA0ITH7	Materials	1211
SA0007879782	Financials	1050
SA122050HV19	Financials	1150
SA0007879139	Materials	2020
SA0007879550	Utilities	5110
SA0007879089	Financials	1060
SA000A0ETHT1	Consumer Staples	2280
SA000A0HNF36	Materials	2290
US9024941034	Consumer Staples	TSN
US4404521001	Consumer Staples	HRL
GB0006731235	Consumer Staples	ABF
SG1T56930848	Consumer Staples	F34
AU000000RIO1	Materials	RIO
RU0009024277	Energy	LKOH
RU0009029540	Financials	SBER
RU0009033591	Energy	TATN
US6698881090	Energy	NVTK
RU0007288411	Materials	GMKN
US55953Q2021	Consumer Staples	MGNT
US6074091090	Communication	MBT
US98387E2054	Consumer Staples	FIVE
RU0009029524	Energy	SNGSP
RU0009046510	Materials	CHMF
RU0007252813	Materials	ALRS
RU000A0JNAA8	Materials	PLZL
RU0009046452	Materials	NLMK
RU000A0JPNM1	Utilities	IRAO
JE00B6T5S470	Materials	POLY
US67812M2070	Energy	ROSN
US84265V1052	Materials	SCCO
PAL1801171A1	Consumer Staples	INRETC1
PAP5626F1020	Financials	IFS
PEP214001005	Consumer Staples	ALICORC1
PEP702521001	Utilities	LUSURC1
PEP736001004	Industrials	FERREYC1
PEP622005002	Materials	MINSURI1
PEP116001004	Financials	BBVAC1
PEP239501005	Materials	CPACASC1
PEP239001006	Materials	UNACEMC1
PEP648014202	Materials	VOLCABC1
PEP646501002	Materials	CVERDEC1
CLP3880F1085	Consumer Discretionary	FALABELLA
BMG7496G1033	Financials	RNR
US4771431016	Industrials	JBLU
PAP310761054	Industrials	CPA
BMG491BT1088	Financials	IVZ
US92553P2011	Communication	VIAB
US0259321042	Financials	AFG
US05351W1036	Utilities	AGR
US49446R1095	Real Estate	KIM
US8960475031	Communication	TRCO
US4990491049	Industrials	KNX
PR7331747001	Financials	BPOP
US1255818015	Financials	CIT
US7005171050	Real Estate	PK
US06417N1037	Financials	OZK
US5218652049	Consumer Discretionary	LEA
US2575592033	Materials	UFS
US8965221091	Industrials	TRN
US6267171022	Energy	MUR
US80689H1023	Industrials	SNDR
AU000000CSL8	Health Care	CSL
AU000000WOW2	Consumer Staples	WOW
AU000000WES1	Consumer Discretionary	WES
AU000000MQG1	Financials	MQG
SG1S04926220	Financials	O39
SG1M31001969	Financials	UOB
SG1U68934629	Industrials	BN4
SG1M77906915	Real Estate	A17U
SG1F60858221	Industrials	S63
SG1J26887955	Financials	S68
SG1N31909426	Industrials	C52
SGXE21576413	Consumer Discretionary	G13
SG1V61937297	Industrials	C6L
SG1J27887962	Real Estate	C31
SG0531000230	Information Technology	V03
SG1Q52922370	Real Estate	T82U
SG1R89002252	Real Estate	C09
SG1S83002349	Real Estate	U14
SG1U76934819	Industrials	BS6
SG1B51001017	Consumer Discretionary	C07
SG1I52882764	Industrials	S58
US09247X1019	Financials	BLK
BRAZULACNPR4	Industrials	AZUL4
BRESTCACNOR5	Consumer Discretionary	ESTC3
BRBRAPACNPR2	Materials	BRAP4
BRTOTSACNOR8	Information Technology	TOTS3
BRCVCBACNOR1	Consumer Discretionary	CVCB3
BRTAEECDAM10	Utilities	TAEE11
BRMRVEACNOR2	Consumer Discretionary	MRVE3
BRENBRACNOR2	Utilities	ENBR3
BRCYREACNOR7	Consumer Discretionary	CYRE3
BRVVARACNOR1	Consumer Discretionary	VVAR3
BRLINXACNOR0	Information Technology	LINX3
BRSAPRCDAM13	Utilities	SAPR11
BRCESPACNPB4	Utilities	CESP6
BRCPLEACNPB9	Utilities	CPLE6
BRQUALACNOR6	Health Care	QUAL3
BRBRSRACNPB4	Financials	BRSR6
BRODPVACNOR4	Health Care	ODPV3
BRLCAMACNOR3	Industrials	LCAM3
BRGOAUACNPR8	Materials	GOAU4
BRCSMGACNOR5	Utilities	CSMG3
BRFLRYACNOR5	Health Care	FLRY3
AU000000GMG2	Real Estate	GMG
AU000000SCG8	Real Estate	SCG
AU000000DXS1	Real Estate	DXS
HK0017000149	Real Estate	17
AU000000MGR9	Real Estate	MGR
JP3027670003	Real Estate	8951
AU000000GPT8	Real Estate	GPT
KYG9593A1040	Real Estate	1997
JP3027680002	Real Estate	8952
BMG4587L1090	Real Estate	H78
AU000000SGP0	Real Estate	SGP
TRAGARAN91N1	Financials	GARAN
TRAAKBNK91N6	Financials	AKBNK
TREBIMM00018	Consumer Staples	BIMAS
TRATCELL91M1	Communication	TCELL
TRATUPRS91E8	Energy	TUPRS
TRAKCHOL91Q8	Industrials	KCHOL
TRAEREGL91G3	Materials	EREGL
TRAISCTR91N2	Financials	ISCTR
TRASAHOL91Q5	Financials	SAHOL
TRATHYAO91M5	Industrials	THYAO
TRAASELS91H2	Industrials	ASELS
TRETAVH00018	Industrials	TAVHL
TRAOTOSN91H6	Consumer Discretionary	FROTO
TRAAEFES91A9	Consumer Staples	AEFES
TRAARCLK91H5	Consumer Discretionary	ARCLK
TRASISEW91Q3	Industrials	SISE
MX01KO000002	Consumer Staples	KOFUBL
MXP000511016	Industrials	ALFAA
MX41BS060005	Financials	BSMXB
MXP606941179	Consumer Staples	KIMBERA
US4612021034	Information Technology	INTU
US81762P1021	Information Technology	NOW
US0527691069	Information Technology	ADSK
US00507V1098	Communication	ATVI
US98138H1014	Information Technology	WDAY
US7565771026	Information Technology	RHT
US2855121099	Communication	EA
US1491231015	Industrials	CAT
TRETKHO00012	Industrials	TKFEN
TRAPETKM91E0	Materials	PETKM
TRETHAL00019	Financials	HALKB
IE0001827041	Materials	CRG
IE0004906560	Consumer Staples	KRZ
IE00BWT6H894	Consumer Discretionary	FLTR
IE00B1RR8406	Materials	SK3
IE0004927939	Industrials	KRX
IE0005711209	Health Care	ICLR
IE00BF0L3536	Financials	A5G
IE0000669501	Consumer Staples	GL9
IE00BD1RP616	Financials	BIRG
IE00B00MZ448	Industrials	GFTU
IE00B010DT83	Consumer Staples	GCC
IE00BBR67J55	Real Estate	GN1
IE00BGHQ1986	Real Estate	HBRN
IE00BWY4ZF18	Consumer Discretionary	C5H
IE00BJMZDW83	Consumer Discretionary	DHG
IE00BJ34P519	Real Estate	IRES
CLP371861061	Utilities	ENELAM
CLP1506A1070	Financials	BSANTANDER
CLP7847L1080	Energy	COPEC
CLP0939W1081	Financials	CHILE
CLP8716X1082	Materials	SQM.B
CLP321331116	Financials	BCI
CL0000000423	Industrials	LTM
CL0000001314	Materials	CMPC
CL0002266774	Utilities	ENELCHILE
CLP249051044	Consumer Staples	CCU
CLP763281068	Real Estate	PARAUCO
CLP3615W1037	Utilities	COLBUN
CLP371151059	Communication	ENTEL
CL0000000035	Utilities	AGUAS.A
CL0002262351	Financials	ITAUCORP
CLP3697S1034	Consumer Staples	ANDINA.B
ZAE000004875	Financials	NED
DE0005190003	Consumer Discretionary	BMW
GB0004544929	Consumer Staples	IMB
GB0030913577	Communication	BT.A
GB0005603997	Financials	LGEN
US6475811070	Corporates	EDU
GB00BZ4BQC70	Corporates	JMAT
JP3783600004	Corporates	9020
GB0006776081	Corporates	PSON
JP3566800003	Corporates	9022
GB00B02L3W35	Corporates	BKG
US1510201049	Corporates	CELG
DE000ENAG999	Utilities	EOAN
DE0006231004	Information Technology	IFX
US4385161066	Industrials	HON
US11135F1012	Information Technology	AVGO
US0326541051	Information Technology	ADI
US0382221051	Information Technology	AMAT
US0079031078	Information Technology	AMD
US9839191015	Information Technology	XLNX
US5128071082	Information Technology	LRCX
US8740391003	Information Technology	TSM
US5950171042	Information Technology	MCHP
US4824801009	Information Technology	KLAC
US57772K1016	Information Technology	MXIM
BMG5876H1051	Information Technology	MRVL
USN070592100	Information Technology	ASML
US83088M1027	Information Technology	SWKS
IE00B4BNMY34	Information Technology	ACN
US3696041033	Industrials	GE
GB0031348658	Financials	BARC
US8715031089	Information Technology	SYMC
US7434241037	Information Technology	PFPT
US2561631068	Information Technology	DOCU
US98980G1022	Information Technology	ZS
US34959E1091	Information Technology	FTNT
US6974351057	Information Technology	PANW
US1773761002	Information Technology	CTXS
JP3637300009	Information Technology	4704
US1271903049	Information Technology	CACI
US0995021062	Information Technology	BAH
US8086251076	Information Technology	SAIC
US6792951054	Information Technology	OKTA
US9285634021	Information Technology	VMW
US31816Q1013	Information Technology	FEYE
US29978A1043	Information Technology	EVBG
US74758T3032	Information Technology	QLYS
GB00BYT5JK65	Information Technology	MIME
US7534221046	Information Technology	RPD
ID1000109507	Financials	BBCA
ID1000118201	Financials	BBRI
ID1000129000	Communication	TLKM
ID1000122807	Consumer Discretionary	ASII
ID1000095003	Financials	BMRI
ID1000096605	Financials	BBNI
ID1000095706	Consumer Staples	UNVR
ID1000061302	Materials	INTP
ID1000106800	Materials	SMGR
ID1000068604	Consumer Staples	GGRM
ID1000117708	Consumer Staples	CPIN
